link,tag,text
https://pec.ac.in/jobs/archive?page=8,<p>,Quick LinksWalk-in-interview is scheduled on 17.03.2017 to fill 01 nos. of Junior Technical Assistant (JTA) on contract basis under ME Computer Science & Engineering (Information Security) initially for a period of 03 years.Walk-in-interview for faculty positions from eligible candidates on contractual basis for current semester (16172) or till the joining of regular candidates whichever is earlier as per details.Walk-in-interview is scheduled on 09.01.2017 to fill 07 nos. of non-academic positions on contract basis from retired persons initially for a period of one year and 01 no. of Technician on contract basis under ME (Industrial Design) for a period of three years.Corrigendum: In continuation of advertisement dated 20.12.2016 (AN) regarding subject cited above the reporting date for walk-in-interview for all the following posts is 09.01.2017 instead 05.01.2017.Click to Download List of eligible / not eligible and selection crtiteria for the post of Junior Technical Assistant under Centre of Excellence for self-supporting schemeApplications are invited from Indian national candidates possessing the below mentioned qualifications and experience. Candidates should bring along with them application with completed bio-data as per the prescribed format giving full details of educational qualifications and experience with attested copies of mark sheets / certificates and experience certificates of the candidate addressed to the Director PEC University of Technology with recent passport size photographs. Following positions are available for a period of Three Years to work in a Science and Engineering Research Board (SERB) Department of Science & Technology (DST) GOI sponsored research project “Graphene Based Ballistic Rectifiers” with Dr. Arun Kumar Singh Assistant Professor Department of Electronics and Communication Engineering PEC University of Technology Chandigarh. The project will be executed at PEC University of Technology Chandigarh and Centre for Nano Science and Engineering (CeNSE) Indian Institute of Science (IISc) Bengaluru. The candidate is expected to visit and stay at CeNSE IISc Bengaluru frequently.Job Title: Junior Research Fellow (JRF) No of Posts: 01 Fellowship: Rs 25000/- plus HRA @ 20 % Essential Qualification:(i) M.E./M.Tech. (Electronics and Communication Engineering) / M.E./M.Tech. (Nanotechnology) or equivalent preferably with valid NET / GATE score. OR (ii) M.Sc. (Nanotechnology)/M.Sc. (Electronics)/M.Sc. (Physics) preferably with valid NET/ GATE score.Desirable:Age Limit: 28 years on the last date of application. Age relaxation for SC/ST/OBC and PWD candidates is applicable as per Government of India normsJob Specifications/ Responsibilities: To perform work assigned and assist the PI in various phases of the research project.Tenure of Post: Initial appointment will be for one year which is extendable up to 3 years solely based on performance. The position is coterminous with the project.Date: 09.12.2016 Time: 10:00 AM Venue of Interview: Seminar Room (Electronics and Communication Engg. Department) PEC University of Technology Sector-12 ChandigarhWalk-in-interview for a post in TEQIP Office on contract basis for internal candidates working on contract and having the essential qualifications of 1st Class B.Tech CSE/IT or MCA and age: less than 35 years on a consolidated salary of Rs. 29600/- .The eligible candidates should report for walk in interview with latest resume supported by original documents.Venue: Computer Centre PEC University of Technology Sector 12 ChandigarhDate: 21st November 2016 at 3:00 P.M.Advertisement seeking applications from specialist private practitioners practicing in Tri-cityApplications are invited from Indian national candidates possessing the below mentioned qualifications and experience. Candidates should bring along with them application with completed bio-data as per the prescribed format giving full details of educational qualifications and experience with attested copies of mark sheets / certificates and experience certificates of the candidate addressed to the Director PEC University of Technology with recent passport size photographs. Following positions are available for a period of Three Years to work in a Science and Engineering Research Board (SERB) Department of Science & Technology (DST) GOI sponsored research project “Graphene Based Ballistic Rectifiers” with Dr. Arun Kumar Singh Assistant Professor Department of Electronics and Communication Engineering PEC University of Technology Chandigarh.Job Title: Junior Research Fellow (JRF) Fellowship: Rs 25000/- plus HRA @ 20 % Date: 21.10.2016 Time: 10:00 AM Venue of Interview: Seminar Room (Electronics and Communication Engg. Department) PEC University of Technology Sector-12 ChandigarhApplications are invited from Indian national candidates possessing the below mentioned qualifications and experience. Candidates should bring along with them application with completed bio-data as per the prescribed format giving full details of educational qualifications and experience with attested copies of mark sheets / certificates and experience certificates of the candidate addressed to the Director PEC University of Technology with recent passport size photographs. Following positions are available for a period of Two Years to work in a Defence Research and Development Organisation (DRDO) Ministry of Defence (GOI) sponsored research project “Simulation and Modelling of GaN HEMTs for MMIC Applications” with Dr. Arun Kumar Singh Assistant Professor Department of Electronics and Communication Engineering PEC University of Technology Chandigarh.Job Title: Junior Research Fellow (JRF)Fellowship: Rs 25000/- plus HRA @ 20 %Date: 14.10.2016 Time: 10:00 AM Venue of Interview: Seminar Room (Electronics and Communication Engg. Department) PEC University of Technology Sector-12 ChandigarhApplications are invited from Indian national candidates possessing the below mentioned qualifications and experience. Candidates should bring along with them application with complete bio-data as per the prescribed format giving full details of educational qualifications and experience with attested copies of mark sheets/ certificates and experience certificates of the candidate addressed to the Director PEC University of Technology with recent passport size photographs. Following fellowship is available for a period of six months to two years (renewed after every 06 months) to work in a MHRD sponsored research project “Transparent Ceramic Materials & Technologies” under Dr. J.D. Sharma Assistant Professor Department of Materials & Metallurgical Engineering PEC University of Technology Chandigarh. Job Title: Junior Project Associate (One) Fellowship: Rs 15000/- per month (Consolidated) Date & Venue of Reporting: 15th September 2016; 11:30 AM Seminar Room (Materials & Metallurgical Engineering) PEC University of Technology Sector-12 Chandigarh.Walk-in interview for following position available initially for a period of Six Months extendable till December 2017 to work in a Research Project entitled “Data Mining and Analysis of Indian Origin Academicians in Foreign Universities for Exploring Opportunities of Academic Interaction” funded by Department of Science and Technology (DST) Govt. of India in the area of Focused Web Crawling.Venue: Computer Science and Engineering Department PEC University of Technology Sector 12 ChandigarhCopyright © 2020 Punjab Engineering College (Deemed to be University) Sector 12 Chandigarh 160012
https://pec.ac.in/events/aicte-atal-sponsored-fdps#main-content,<p>,Quick LinksSomeone has rightly stated that learning should never stop even at the time of crisis. ICT which a great enabler and facilitator of online learning has kept the learning process intact. Amidst lockdown the Department of Computer Science and Engineering Punjab Engineering College Sector-12 Chandigarh has commenced 04 different Faculty Development Programs (FDPs) of one week each under AICTE-Training and Learning (ATAL) scheme w.e.f. 4th May to 29th May 2020. ATAL Programme is an initiative by AICTE which aims at empowering faculty to achieve goals of Higher Education such as access equity and quality. These programs have been designed to fulfill the need to train the young generation in skill sector and having faculty & technicians to be trained in their respective disciplines. This is an initiative of MHRD based on the inputs of expert group of NASSCOM identifying nine thrust areas for the skill upgradation of faculty members which in turn will empower the students to make them future industry ready professionals. The thrust areas are: Artificial Intelligence Internet of Things Block Chain Robotics Quantum Computing Data Sciences Cyber Security 3D Printing and Design Augmented and Virtual Reality.The four faculty development programmes have been designed to give the participants an extensive overview in four diverse areas namely Data Science (4-8 May) Blockchain Technology (11-15 May) Virtual Reality (18-22 May) and Cyber Security (25-29 May) with hands-on online training in respective tools and techniques that are critical in solving problems in all these domains. The overall coordinator Prof. Sanjeev Sofat along with CSE faculty team Dr. Poonam Saini Dr. Manish Kumar Dr. Sachin Chaudhary and Ms. Amandeep Kaur have initiated and designed the programs. There will be number of expert PEC faculty along with experts from IITs NITs and industry who will be delivering expert sessions in the courses.The 1st FDP on “Data Science” has kick-started on Monday i.e. 4th May wherein PEC Director Prof. Dheeraj Sanghi inaugurated the Data Science FDP and emphasized on the change in online teaching learning modes and how faculty must keep themselves updated with the latest technologies. According to him this is the time of learning and educating others as learners cannot get their time back if wasted. There are more than 150 faculty participants from the Engineering institute from all over the country enrolled for the first Faculty development programme. The last FDP will conclude on 29th May 2020.PEC welcomed Mr. Bikram Singh Garewal the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943 Mr.Bikram has gone on to achieve many great feats in life.A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency Ministry of Power Govt. of India.PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director PEC Prof. Dheeraj Sanghi.All Top StoriesCopyright © 2020 Punjab Engineering College (Deemed to be University) Sector 12 Chandigarh 160012
https://pec.ac.in/events/aicte-atal-sponsored-fdps#,<p>,Quick LinksSomeone has rightly stated that learning should never stop even at the time of crisis. ICT which a great enabler and facilitator of online learning has kept the learning process intact. Amidst lockdown the Department of Computer Science and Engineering Punjab Engineering College Sector-12 Chandigarh has commenced 04 different Faculty Development Programs (FDPs) of one week each under AICTE-Training and Learning (ATAL) scheme w.e.f. 4th May to 29th May 2020. ATAL Programme is an initiative by AICTE which aims at empowering faculty to achieve goals of Higher Education such as access equity and quality. These programs have been designed to fulfill the need to train the young generation in skill sector and having faculty & technicians to be trained in their respective disciplines. This is an initiative of MHRD based on the inputs of expert group of NASSCOM identifying nine thrust areas for the skill upgradation of faculty members which in turn will empower the students to make them future industry ready professionals. The thrust areas are: Artificial Intelligence Internet of Things Block Chain Robotics Quantum Computing Data Sciences Cyber Security 3D Printing and Design Augmented and Virtual Reality.The four faculty development programmes have been designed to give the participants an extensive overview in four diverse areas namely Data Science (4-8 May) Blockchain Technology (11-15 May) Virtual Reality (18-22 May) and Cyber Security (25-29 May) with hands-on online training in respective tools and techniques that are critical in solving problems in all these domains. The overall coordinator Prof. Sanjeev Sofat along with CSE faculty team Dr. Poonam Saini Dr. Manish Kumar Dr. Sachin Chaudhary and Ms. Amandeep Kaur have initiated and designed the programs. There will be number of expert PEC faculty along with experts from IITs NITs and industry who will be delivering expert sessions in the courses.The 1st FDP on “Data Science” has kick-started on Monday i.e. 4th May wherein PEC Director Prof. Dheeraj Sanghi inaugurated the Data Science FDP and emphasized on the change in online teaching learning modes and how faculty must keep themselves updated with the latest technologies. According to him this is the time of learning and educating others as learners cannot get their time back if wasted. There are more than 150 faculty participants from the Engineering institute from all over the country enrolled for the first Faculty development programme. The last FDP will conclude on 29th May 2020.PEC welcomed Mr. Bikram Singh Garewal the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943 Mr.Bikram has gone on to achieve many great feats in life.A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency Ministry of Power Govt. of India.PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director PEC Prof. Dheeraj Sanghi.All Top StoriesCopyright © 2020 Punjab Engineering College (Deemed to be University) Sector 12 Chandigarh 160012
https://pec.ac.in/events/aicte-atal-sponsored-fdps#0,<p>,Quick LinksSomeone has rightly stated that learning should never stop even at the time of crisis. ICT which a great enabler and facilitator of online learning has kept the learning process intact. Amidst lockdown the Department of Computer Science and Engineering Punjab Engineering College Sector-12 Chandigarh has commenced 04 different Faculty Development Programs (FDPs) of one week each under AICTE-Training and Learning (ATAL) scheme w.e.f. 4th May to 29th May 2020. ATAL Programme is an initiative by AICTE which aims at empowering faculty to achieve goals of Higher Education such as access equity and quality. These programs have been designed to fulfill the need to train the young generation in skill sector and having faculty & technicians to be trained in their respective disciplines. This is an initiative of MHRD based on the inputs of expert group of NASSCOM identifying nine thrust areas for the skill upgradation of faculty members which in turn will empower the students to make them future industry ready professionals. The thrust areas are: Artificial Intelligence Internet of Things Block Chain Robotics Quantum Computing Data Sciences Cyber Security 3D Printing and Design Augmented and Virtual Reality.The four faculty development programmes have been designed to give the participants an extensive overview in four diverse areas namely Data Science (4-8 May) Blockchain Technology (11-15 May) Virtual Reality (18-22 May) and Cyber Security (25-29 May) with hands-on online training in respective tools and techniques that are critical in solving problems in all these domains. The overall coordinator Prof. Sanjeev Sofat along with CSE faculty team Dr. Poonam Saini Dr. Manish Kumar Dr. Sachin Chaudhary and Ms. Amandeep Kaur have initiated and designed the programs. There will be number of expert PEC faculty along with experts from IITs NITs and industry who will be delivering expert sessions in the courses.The 1st FDP on “Data Science” has kick-started on Monday i.e. 4th May wherein PEC Director Prof. Dheeraj Sanghi inaugurated the Data Science FDP and emphasized on the change in online teaching learning modes and how faculty must keep themselves updated with the latest technologies. According to him this is the time of learning and educating others as learners cannot get their time back if wasted. There are more than 150 faculty participants from the Engineering institute from all over the country enrolled for the first Faculty development programme. The last FDP will conclude on 29th May 2020.PEC welcomed Mr. Bikram Singh Garewal the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943 Mr.Bikram has gone on to achieve many great feats in life.A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency Ministry of Power Govt. of India.PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director PEC Prof. Dheeraj Sanghi.All Top StoriesCopyright © 2020 Punjab Engineering College (Deemed to be University) Sector 12 Chandigarh 160012
https://pec.ac.in/events/teqip-sponsored-two-days-course-gis-and-envi-tools,<p>,Quick LinksDepartment of Civil Engineering- PEC organized 2day Short Term Course on Geospatial Technologies to create awareness about working of GIS softwares. The event was inaugurated by Dr. R.R. Singh (Head of Department) Dr. Har Amrit Singh Sandhu (Faculty Coordinator) and Prof. Mohit Kumar. In his inaugural lecture Dr. R.R. Singh emphasis on the role of GIS/RS techniques in the smart city initiatives. The course mainly highlighted the application of GIS in water resources and ENVI tools for slope displacement studies in the Himalayan region.The sessions were conducted by Sh. Manish Sharma Dr. L.N. Sharma and Mr. Dhiraj Singh. Prof. L.N. Sharma gave expert talks on the current use of geospatial studies in water resources. Mr. Manish Sharma introduced GIS platform to the students. Er. Dhiraj Kumar Singh demonstrated the application and the sample data analysis to the research scholars and the faculty members of PEC and other reputed institutes from the nearby areas.Further the experts and the participant were awarded for their active role in the completion the course successfully. The chief guest for the closing ceremony was Dr. Jimmy Kansal (Joint Director SASE). He shared his views on importance of these technologies in the engineering field related to Army operations too. He congratulates Dr. HAS Sandhu and Dr Swati for organizing such informative course on such technologies. The participants savored the day to the fullest looking forward towards another such event in the coming months.PEC welcomed Mr. Bikram Singh Garewal the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943 Mr.Bikram has gone on to achieve many great feats in life.A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency Ministry of Power Govt. of India.PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director PEC Prof. Dheeraj Sanghi.All Top StoriesCopyright © 2020 Punjab Engineering College (Deemed to be University) Sector 12 Chandigarh 160012
https://pec.ac.in/events/short-term-course-design-and-analysis-experiments-0,<p>,Quick LinksThe Production and Industrial Engineering Department Punjab Engineering College (Deemed to be University) organized a five day Short Term Course (STC) on “Design and Analysis of Experiments” under the sponsorship of TEQIP-III from 20th to 24th January 2020.The objective of this short term course was to impart knowledge of fundamentals and applications of design of experiments to faculty members research scholars and PG students of various fields and help them in conducting research work especially in formulation and analysis part of a research problem. The participants gained insight about the various optimization techniques practical knowledge of statistical software like Minitab Design expertise and information about recent trends in conducting qualitative research.The workshop was coordinated by Dr. Suman Kant (Associate Professor Department of Production and Industrial Engineering) Dr. R.S. Walia (Professor Department of Production and Industrial Engineering) Dr. C.S. Jawalkar (Associate Professor Department of Production and Industrial Engineering) Dr. N.M. Suri (Professor Department of Production and Industrial Engineering) and Dr. M.M. Goud (Associate Professor & HOD Department of Production and Industrial Engineering). Prof. Dheeraj Sanghi Director PEC Chandigarh was the Chief patron and Prof. Hari Singh  NIT Kurkshetra was the Chief guest for the Inaugural session on the first day of the course.This course was attended by more than one hundred participants from all over the country including students faculty and personnel working in various domains of science and engineering. In the five day course eminent field experts from prestigious organizations like IITs NITs etc delivered expert lectures and discussed about the latest research issues on various topics like Response Surface Methodology ANOVA & Factorial Design Effective experimentation and Optimization techniques How to conduct qualitative Research Regression and Taguchi method. Practical session on software’s like MINITAB were also held on a daily basis.Lectures related to Fundamentals of statistics Sampling Distribution ANOVA & Factorial Design Taguchi optimization technique Response Surface Methodology and how to conduct research were also delivered during the course.PEC welcomed Mr. Bikram Singh Garewal the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943 Mr.Bikram has gone on to achieve many great feats in life.A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency Ministry of Power Govt. of India.PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director PEC Prof. Dheeraj Sanghi.All Top StoriesCopyright © 2020 Punjab Engineering College (Deemed to be University) Sector 12 Chandigarh 160012
https://pec.ac.in/events/asme-student-chapter-pec-hosted-7th-edition-efx,<p>,Quick LinksASME the student chapter of PEC hosted the 7th edition EFx event on 5th October 2019. This event is mainly designed to bring the excitement community innovation and vibrant experience of an ASME E-Fests™ flagship event to local colleges and universities around the world.The event commenced by a lamp lighting ceremony by Dr. Sanjeev Kumar the DSA of PEC Mr. Rahul Vaishya Officer incharge of ASME PEC Dr. Siby John Deputy Director of PEC  Rear Admiral Amulpreet Singh Sethi Chief guest and keynote speaker of the day Mr. Sundar Raman Mohan GM Siemens India Ltd. followed by a few enlightening words by Dr. Sanjeev Kumar and Dr. Siby John.Professor Rahul Vaishya the officer incharge of ASME was called upon the stage to shed some light on ASME. He completed his PhD from PEC and has done immense research in abrasive flow machining FRP hydraulics and pneumatics.PEC alumni Rear Admiral Amulpreet Singh Sethi was felicitated by Professor Rahul Vaishya. He is 1983 electrical graduate from PEC. Lastly the president of ASME India Mr. Madhurkar Sharma and Mr. Sundar Raman Mohan we’re called upon the stage to give a short speech before the dawning of the event.The events taking place were initiated with the workshop on designing human powered vehicle conducted by Mr. Sundar Ramen Mohan followed by a lunch break and networking sessions. Soon after lunch the design competitions were put in gear. The competitions subsumed Chassis Design Bridge it and Aero-modeling. Teams of maximum 3-4 members were allowed to participate. These competitions were held in L1 L2 and L3.To conclude the day Mr. Madhurkar Sharma organized an ASME camp thereby closing the event. After a very brief session the winners were announced and the certificates were handed.The cermony was held with utmost perfection and eminence the participants happy with their performance and the speakers proud to conduct successful sessions with an intweactive audience.PEC welcomed Mr. Bikram Singh Garewal the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943 Mr.Bikram has gone on to achieve many great feats in life.A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency Ministry of Power Govt. of India.PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director PEC Prof. Dheeraj Sanghi.All Top StoriesCopyright © 2020 Punjab Engineering College (Deemed to be University) Sector 12 Chandigarh 160012
https://pec.ac.in/events/student-solar-ambassador-workshop-0,<p>,Quick LinksCenter For Energy Studies & Electrical Engineering Department PEC organized ‘Student Solar Ambassador’ workshop. The workshop was conducted in association with IITBombay. It was attended by large number of students from Punjab Engineering College and schools in Chandigarh.Dr Tarlochan Kaur Prof. & Chairperson Center for Energy Studies welcomed the esteemed dignitaries and participants . In her introductory talk about the workshop she emphasized on the need for a paradigm shift towards Solar Energy Technologies for mitigating climate change and for ensuring energy sustainability.The Chief Guest Shree M.P. Singh  GM Punjab Energy Development Agency Govt. of India delivered a presentation on the recent scenario of renewable energy utilization in India and the role PEDA played in this transformation.Prof. Dheeraj Sanghi Director PEC in his address said that 2nd Oct. is also celebrated as the International Day of Non-violence. Violence is to be avoided not just against humans but against nature and environment as well. Thereafter the following pledge was taken by everyone."Today on International day of non-violence I humbly stand here with a solemn pledge: To protect preserve and nurture our environment for a gratifying present and green future; To be conscious of my own actions to not cause harm to our nature; To show courage to speak up condemning action that damage our environment; To be compassionate responsible global citizens to ensure peaceful co-existence of all living beings in the world."Students were given hands on training to assemble a solar study lamp. They were guided by Prof. Jagdish Kumar Dr. T.S.Saggu and Ms. Amita Faculty in Electrical Engg. Department. Thereafter the participants enthusiastically took a quiz on Solar Energy. It was followed by visit to Solar Technology Park in PEC.Prof. Tarlochan Kaur was the the co-ordinator & Dr. Jaimala Gambhir  the co-cordinator’s of this workshop.PEC welcomed Mr. Bikram Singh Garewal the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943 Mr.Bikram has gone on to achieve many great feats in life.A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency Ministry of Power Govt. of India.PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director PEC Prof. Dheeraj Sanghi.All Top StoriesCopyright © 2020 Punjab Engineering College (Deemed to be University) Sector 12 Chandigarh 160012
https://pec.ac.in/events/workshop-entrepreneurship-career-option,<p>,Quick LinksA workshop on entrepreneurship as a career option was organised in Punjab engineering college (deemed to be university) Chandigarh on 14th of February 2019. The workshop was organised taking into consideration the need of indulging the entrepreneurial thinking in the minds of the emerging students in the present-day scenario of the growing world. The event was presented by the Electronics and communication department of the college and it was held in association with IEEE(Chandigarh-subsection) and the IEEE(student branch) along with the support of technical education quality improvement programme(TEQIP-III). The speaker of the workshop : Dr. Lalit Sharma was introduced by the associate professor Dr. Arun Kumar Singh who is also the secretary of IEEE Chandigarh sub-section. Dr. Lalit Sharma is a faculty member at the Centre for Research in Entrepreneurship Education and Development at Entrepreneurship Development Institute of India(EDII Ahmedabad ). He is also a part of the Centre for Policy Research in S&T Entrepreneurship developed by the Department of Science and Technology Government of India at EDII wherein he is actively engaged in the national research projects of the Government of India on entrepreneurship development in the country. His research articles on entrepreneurship have been widely published in various reputed international journals such as Teachers and Teaching: Theory and Practice Journal of Entrepreneurship in Emerging Economies Journal of Global Entrepreneurship Research International Journal of Gender & Entrepreneurship Journal of Entrepreneurship and several others. Dr. Sharma highlighted the emerging need of educational institutions to indulge in the entrepreneurial approach in students as the growth of entrepreneurship in a country leads to the growth of the country. He also shared the facts and figures of both the developed and developing countries in encouraging start-ups over the past few years and how those start-ups are changing the current scenario of the country. He elaborated the type of fears the youth has when they try to step up in the corporate world independently and also suggested the effective solutions of overcoming those fears and anxieties. He highlighted the lack of female entrepreneurs in the country and its possible reasons. The speaker gave a comprehensive idea to the audience about the ongoing schemes of the govt. of India like start-up India schemeCGTMSE stand-up India mudra yojana and many more to support and encourage the skilful and innovative minds in the country. Finally Dr.Lalit Sharma was greeted with a token of respect from Dr. Arun kumar Singh Associate Professor Electronics & Communication DepartmentPEC welcomed Mr. Bikram Singh Garewal the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943 Mr.Bikram has gone on to achieve many great feats in life.A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency Ministry of Power Govt. of India.PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director PEC Prof. Dheeraj Sanghi.All Top StoriesCopyright © 2020 Punjab Engineering College (Deemed to be University) Sector 12 Chandigarh 160012
https://pec.ac.in/events/pec-bids-adieu-its-director,<p>,Quick LinksProf. Manoj K Arora Director Punjab Engineering College (Deemed to be University) Chandigarh was given a respectful and emotional farewell by the institute after his stay here for over 5 years in the presence of all Deans HoDs and staff members of the institute. Prof. Arora marked the completion of his term as the Director in a memorable ceremony in the Board room of the institute.Under the aegis of Dr. Arora PEC has grown leaps and bounds in all fields be it academics research placements infrastructure curriculum development MoUs with industry research and defense organizations and so on. He has the credit to introduce new PG curriculum which is based on fractal credit system and in compliance with Industry 4.0. The number of companies visiting the campus has increased from 90 to 140. He initiated and implemented the blended learning with MOOCS available on EDx Coursera and SWAYAM.He is credited for the initiating young faculty to write projects research paper and undertake industrial consultancy. On the grounds of development of infrastructure PEC has attained the next level of facilities in research administration and sports. Some of the projects completed or initiated by him are A New State of the Art Academic Block ICT ready Smart Lecture Halls renovations of administrative block New Open Air Theater Shivalik Boys Hostel extension with 80 rooms Kalpana Chawla Girls Hostel extension Community Center and many more.Under his administration two new computer clusters came up at PEC Cloud Computing and Data Centers established New generation software library with campus licenses Controller based WiFi system in the whole campus e-surveillance of campus Six new PG laboratories in different disciplines under TEQIP programme are worth mentioning.His collaborating skill sets and vision led PEC to new horizons of collaborations. Under collaboration mode Siemens Center of Excellence in Manufacturing and Automation consisting of 14 State of the Art Laboratories is being established at PEC. A Solar Technology Research Park worth 2.5 Cr from Bergen Group of Companies Gurgaon has been established at PEC for research in non conventional sources of energy. He established Center of Excellence in Geospatial Technology with ESRI Inc. Design Innovation Center jointly with Panjab University from MHRD grants is established. Established Collaboration with foreign universities through Chandigarh Region Innovation and Knowledge Cluster (CRIKC) and conceptualized and materialized International Incubation Corridor with Nottingham University UK and China Campus.Prof. Manoj K Arora has about 30 years of teaching research and administrative experience in academic institutions in India UK and USA. He is credited for the initiation and execution of 45 sponsored research and consultancy projects with funding to the tune of over Rs. 8 Crores publication of two books and 16 book chapters 230 research papers in International and National Journals and Conferences 50 invited talks and keynote addresses. He has guided 20 Ph.D. thesis and 56 Masters Dissertations. He has brought several administrative & academic reforms and has strengthened the academia-industry interface.In the meeting with Deans and Heads of the Department Dr. Arun Grover Ex VC PU Dr. Amarjeet Singh and Dr. Avikshit who joined PEC as Eminent Professors are introduced by the Director. Dr. Arun Grover with his vast experience in collaborative interdisciplinary research will assist PEC with his technical and administrative competencies. Dr. Amarjeet has been associated with defense research labs like TBRL and SASE DRDO. He has vast research work in the domain of Shock wave Applied CFD and Pulse Detonation Engine. Cdr. Avikshit a PEC alumnus from Production Engineering Department has also joined the Centre for Management and Humanities (PEC) as Professor. He is Cdr. retd. Submariner. He left Navy in 2007 and thereafter worked with Pipavav and Swan Energy as COO. He has vast experience in Project Management of technology and operations.In the meeting it is also intimated that Dr. Uma Batra present Deputy Director will be Director PEC (ad interim). Before handling Deputy Director Office she held the Office of Dean Sponsored Research and Dean Faculty Affairs in succession. Dr Uma Batra is also presently the Head of the department of Materials and Metallurgical Engineering. In addition to the administrative credentials she is an established researcher in the field of Biomaterials corrosion behavior of metals and ADI.PEC welcomed Mr. Bikram Singh Garewal the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943 Mr.Bikram has gone on to achieve many great feats in life.A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency Ministry of Power Govt. of India.PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director PEC Prof. Dheeraj Sanghi.All Top StoriesCopyright © 2020 Punjab Engineering College (Deemed to be University) Sector 12 Chandigarh 160012
